gene	family	Phylostratum
at1g08035	HOM013235	Arabidopsis
at1g08040	HOM000434	GreenPlants
at1g08050	HOM000389	GreenPlants
at1g08060	HOM003247	Angiosperms
at1g08065	HOM000544	GreenPlants
at1g08070	HOM000001	GreenPlants
at1g08080	HOM000544	GreenPlants
at1g08090	HOM000812	GreenPlants
at1g08100	HOM000812	GreenPlants
at1g08110	HOM005280	GreenPlants
at1g08120	HOM004352	GreenPlants
at1g08125	HOM001444	GreenPlants
at1g08130	HOM001558	GreenPlants
at1g08135	HOM000133	GreenPlants
at1g08140	HOM000133	GreenPlants
at1g08150	HOM000133	GreenPlants
at1g08160	HOM000966	LandPlants
at1g08165	HOM077687	AT
at1g08170	HOM000269	GreenPlants
at1g08180	HOM027122	Arabidopsis
at1g08190	HOM002634	GreenPlants
at1g08200	HOM001953	LandPlants
at1g08210	HOM000037	GreenPlants
at1g08220	HOM006791	VascularPlants
at1g08230	HOM000159	LandPlants
at1g08250	HOM000815	GreenPlants
at1g08260	HOM003395	GreenPlants
at1g08270	HOM000025	GreenPlants
at1g08280	HOM002928	LandPlants
at1g08290	HOM000448	GreenPlants
at1g08300	HOM002086	GreenPlants
at1g08310	HOM000598	LandPlants
at1g08315	HOM000047	GreenPlants
at1g08320	HOM000263	LandPlants
at1g08340	HOM000683	GreenPlants
at1g08350	HOM000197	GreenPlants
at1g08360	HOM001610	GreenPlants
at1g08370	HOM001396	GreenPlants
at1g08380	HOM005189	GreenPlants
at1g08390	HOM007172	VascularPlants
at1g08400	HOM002642	LandPlants
at1g08410	HOM003008	GreenPlants
at1g08420	HOM000094	GreenPlants
at1g08430	HOM000266	GreenPlants
at1g08440	HOM000266	GreenPlants
at1g08450	HOM000409	GreenPlants
at1g08460	HOM000773	GreenPlants
at1g08465	HOM000676	GreenPlants
at1g08470	HOM000239	GreenPlants
at1g08480	HOM006158	LandPlants
at1g08490	HOM003799	GreenPlants
at1g08500	HOM002765	VascularPlants
at1g08510	HOM000760	GreenPlants
at1g08520	HOM001451	GreenPlants
at1g08530	HOM002952	GreenPlants
at1g08540	HOM001089	GreenPlants
at1g08550	HOM003911	GreenPlants
at1g08560	HOM000470	GreenPlants
at1g08570	HOM001164	GreenPlants
at1g08580	HOM007483	Eudicots
at1g08590	HOM000002	GreenPlants
at1g08600	HOM000101	GreenPlants
at1g08610	HOM000003	GreenPlants
at1g08620	HOM000331	GreenPlants
at1g08630	HOM002383	GreenPlants
at1g08640	HOM005347	LandPlants
at1g08650	HOM000014	GreenPlants
at1g08660	HOM002229	LandPlants
at1g08670	HOM001882	LandPlants
at1g08680	HOM001263	GreenPlants
at1g08695	HOM008219	Arabidopsis
at1g08700	HOM002523	GreenPlants
at1g08710	HOM004424	LandPlants
at1g08720	HOM000027	GreenPlants
at1g08730	HOM000106	GreenPlants
at1g08750	HOM002098	GreenPlants
at1g08760	HOM000732	LandPlants
at1g08770	HOM000472	GreenPlants
at1g08780	HOM000904	GreenPlants
at1g08790	HOM000995	VascularPlants
at1g08800	HOM001036	LandPlants
at1g08810	HOM000007	GreenPlants
at1g08820	HOM000536	GreenPlants
at1g08830	HOM000254	GreenPlants
at1g08840	HOM005267	GreenPlants
at1g08845	HOM000342	GreenPlants
at1g08860	HOM001691	GreenPlants
at1g08880	HOM000175	GreenPlants
at1g08890	HOM000040	GreenPlants
at1g08900	HOM000040	GreenPlants
at1g08910	HOM002276	GreenPlants
at1g08920	HOM000040	GreenPlants
at1g08930	HOM000040	GreenPlants
at1g08940	HOM001864	GreenPlants
at1g08960	HOM000255	GreenPlants
at1g08970	HOM000255	GreenPlants
at1g08980	HOM001171	GreenPlants
at1g08985	HOM017007	Arabidopsis
at1g08990	HOM001012	LandPlants
at1g09000	HOM000043	GreenPlants
at1g09010	HOM003935	GreenPlants
at1g09020	HOM001618	GreenPlants
at1g09026	HOM030133	Arabidopsis
at1g09030	HOM000225	GreenPlants
at1g09040	HOM001376	Angiosperms
at1g09050	HOM001376	Angiosperms
at1g09060	HOM000391	GreenPlants
at1g09070	HOM001321	LandPlants
at1g09080	HOM000083	GreenPlants
at1g09090	HOM000327	GreenPlants
at1g09100	HOM000025	GreenPlants
at1g09130	HOM000202	GreenPlants
at1g09140	HOM000698	GreenPlants
at1g09150	HOM000094	GreenPlants
at1g09155	HOM000284	Angiosperms
at1g09157	HOM000494	LandPlants
at1g09160	HOM000911	GreenPlants
at1g09170	HOM000030	GreenPlants
at1g09176	HOM021994	Arabidopsis
at1g09180	HOM000113	GreenPlants
at1g09190	HOM000001	GreenPlants
at1g09195	HOM006951	LandPlants
at1g09200	HOM000162	GreenPlants
at1g09210	HOM000409	GreenPlants
at1g09220	HOM000001	GreenPlants
at1g09230	HOM005432	LandPlants
at1g09240	HOM001515	LandPlants
at1g09245	HOM006162	Arabidopsis
at1g09250	HOM002057	Angiosperms
at1g09260	HOM000138	GreenPlants
at1g09270	HOM000602	GreenPlants
at1g09280	HOM004022	GreenPlants
at1g09290	HOM006877	LandPlants
at1g09300	HOM002886	GreenPlants
at1g09310	HOM000547	LandPlants
at1g09320	HOM000757	VascularPlants
at1g09330	HOM002788	GreenPlants
at1g09340	HOM002280	GreenPlants
at1g09350	HOM000624	GreenPlants
at1g09360	HOM021957	Arabidopsis
at1g09370	HOM024230	Arabidopsis
at1g09380	HOM000059	GreenPlants
at1g09390	HOM000086	LandPlants
at1g09400	HOM000410	GreenPlants
at1g09410	HOM000001	GreenPlants
at1g09415	HOM024657	Arabidopsis
at1g09420	HOM000836	GreenPlants
at1g09430	HOM001166	GreenPlants
at1g09440	HOM000004	GreenPlants
at1g09450	HOM005057	GreenPlants
at1g09460	HOM000021	GreenPlants
at1g09470	HOM003400	Angiosperms
at1g09480	HOM000069	GreenPlants
at1g09483	HOM003400	Angiosperms
at1g09490	HOM000069	GreenPlants
at1g09500	HOM000069	GreenPlants
at1g09510	HOM000069	GreenPlants
at1g09520	HOM006169	Rosids
at1g09530	HOM000075	LandPlants
at1g09540	HOM000007	GreenPlants
at1g09550	HOM000436	GreenPlants
at1g09560	HOM000084	LandPlants
at1g09570	HOM000655	GreenPlants
at1g09575	HOM001097	GreenPlants
at1g09580	HOM000721	GreenPlants
at1g09590	HOM002153	GreenPlants
at1g09600	HOM000019	GreenPlants
at1g09610	HOM000646	LandPlants
at1g09620	HOM001938	GreenPlants
at1g09625	HOM029413	Arabidopsis
at1g09630	HOM000032	GreenPlants
at1g09640	HOM001933	GreenPlants
at1g09645	HOM004814	Angiosperms
at1g09650	HOM002718	Arabidopsis
at1g09660	HOM000756	GreenPlants
at1g09665	HOM000008	GreenPlants
at1g09680	HOM000003	GreenPlants
at1g09690	HOM002153	GreenPlants
at1g09700	HOM000610	LandPlants
at1g09710	HOM005991	GreenPlants
at1g09720	HOM001664	Angiosperms
at1g09730	HOM001031	GreenPlants
at1g09740	HOM000273	GreenPlants
at1g09750	HOM000037	GreenPlants
at1g09760	HOM000798	GreenPlants
at1g09770	HOM002996	GreenPlants
at1g09780	HOM002075	GreenPlants
at1g09790	HOM000604	LandPlants
at1g09794	HOM007892	VascularPlants
at1g09795	HOM003407	GreenPlants
at1g09800	HOM005516	GreenPlants
at1g09810	HOM000444	GreenPlants
at1g09812	HOM001686	Angiosperms
at1g09815	HOM004284	GreenPlants
at1g09820	HOM000003	GreenPlants
at1g09830	HOM000813	GreenPlants
at1g09840	HOM000019	GreenPlants
at1g09850	HOM000058	GreenPlants
at1g09860	HOM000322	VascularPlants
at1g09870	HOM005723	GreenPlants
at1g09880	HOM000657	LandPlants
at1g09890	HOM000657	LandPlants
at1g09900	HOM000003	GreenPlants
at1g09910	HOM000657	LandPlants
at1g09920	HOM004534	Angiosperms
at1g09930	HOM000383	LandPlants
at1g09932	HOM001392	GreenPlants
at1g09935	HOM001392	GreenPlants
at1g09940	HOM002235	GreenPlants
at1g09950	HOM001336	LandPlants
at1g09960	HOM000722	LandPlants
at1g09970	HOM000002	GreenPlants
at1g09980	HOM002351	GreenPlants
at1g09995	HOM000867	GreenPlants
at1g10000	HOM005959	Arabidopsis
at1g10010	HOM000159	LandPlants
at1g10020	HOM001022	LandPlants
at1g10030	HOM003997	GreenPlants
at1g10040	HOM000219	GreenPlants
at1g10050	HOM000552	GreenPlants
at1g10060	HOM000949	GreenPlants
at1g10070	HOM000949	GreenPlants
at1g10090	HOM000325	GreenPlants
at1g10095	HOM005127	GreenPlants
at1g10100	HOM038376	AT
at1g10110	HOM001165	Arabidopsis
at1g10120	HOM000075	LandPlants
at1g10130	HOM000136	GreenPlants
at1g10140	HOM002644	Eudicots
at1g10150	HOM002197	GreenPlants
at1g10155	HOM004326	Eudicots
at1g10170	HOM000120	GreenPlants
at1g10180	HOM000797	GreenPlants
at1g10190	HOM000151	LandPlants
at1g10200	HOM000570	GreenPlants
at1g10210	HOM000019	GreenPlants
at1g10220	HOM004463	Angiosperms
at1g10230	HOM000245	GreenPlants
at1g10240	HOM000045	GreenPlants
at1g10250	HOM000191	GreenPlants
at1g10270	HOM000003	GreenPlants
at1g10280	HOM000186	GreenPlants
at1g10290	HOM000294	GreenPlants
at1g10300	HOM000935	GreenPlants
at1g10310	HOM000051	GreenPlants
at1g10320	HOM001116	GreenPlants
at1g10330	HOM000001	GreenPlants
at1g10340	HOM000067	GreenPlants
at1g10350	HOM000147	GreenPlants
at1g10360	HOM000077	GreenPlants
at1g10370	HOM000077	GreenPlants
at1g10380	HOM002444	Angiosperms
at1g10385	HOM000797	GreenPlants
at1g10390	HOM002729	GreenPlants
at1g10400	HOM000016	LandPlants
at1g10410	HOM001101	GreenPlants
at1g10417	HOM007445	Eudicots
at1g10430	HOM000094	GreenPlants
at1g10450	HOM000191	GreenPlants
at1g10455	HOM009328	Arabidopsis
at1g10460	HOM000084	LandPlants
at1g10470	HOM000459	LandPlants
at1g10480	HOM021092	Arabidopsis
at1g10490	HOM002933	GreenPlants
at1g10500	HOM001944	GreenPlants
at1g10510	HOM002507	GreenPlants
at1g10520	HOM001721	GreenPlants
at1g10522	HOM001721	GreenPlants
at1g10530	HOM001212	LandPlants
at1g10540	HOM000282	GreenPlants
at1g10550	HOM000089	LandPlants
at1g10560	HOM000047	GreenPlants
at1g10570	HOM001031	GreenPlants
at1g10580	HOM001461	GreenPlants
at1g10585	HOM001372	Angiosperms
at1g10586	HOM001372	Angiosperms
at1g10588	HOM000302	VascularPlants
at1g10590	HOM001071	GreenPlants
at1g10600	HOM000902	GreenPlants
at1g10610	HOM000158	LandPlants
at1g10620	HOM000004	GreenPlants
at1g10630	HOM000113	GreenPlants
at1g10640	HOM000070	LandPlants
at1g10650	HOM000416	LandPlants
at1g10652	HOM090054	AT
at1g10657	HOM000690	GreenPlants
at1g10660	HOM001139	GreenPlants
at1g10670	HOM001166	GreenPlants
at1g10680	HOM000071	GreenPlants
at1g10690	HOM003573	Rosids
at1g10700	HOM002113	GreenPlants
at1g10710	HOM005774	Eudicots
at1g10717	HOM005774	Eudicots
at1g10720	HOM001549	LandPlants
at1g10730	HOM000671	GreenPlants
at1g10740	HOM004612	LandPlants
at1g10745	HOM017292	Arabidopsis
at1g10747	HOM005774	Eudicots
at1g10750	HOM000151	LandPlants
at1g10760	HOM001969	GreenPlants
at1g10770	HOM013424	Arabidopsis
at1g10780	HOM003844	VascularPlants
at1g10790	HOM002119	VascularPlants
at1g10800	HOM007344	LandPlants
at1g10810	HOM000250	GreenPlants
at1g10820	HOM001352	GreenPlants
at1g10830	HOM005852	GreenPlants
at1g10840	HOM003810	GreenPlants
at1g10850	HOM000063	GreenPlants
at1g10865	HOM005947	GreenPlants
at1g10870	HOM000542	GreenPlants
at1g10880	HOM000186	GreenPlants
at1g10890	HOM000370	GreenPlants
at1g10900	HOM000224	GreenPlants
at1g10910	HOM000003	GreenPlants
at1g10920	HOM000024	Angiosperms
at1g10930	HOM000618	GreenPlants
at1g10940	HOM000044	GreenPlants
at1g10950	HOM000197	GreenPlants
at1g10960	HOM000599	GreenPlants
at1g10970	HOM000378	GreenPlants
at1g10980	HOM001144	GreenPlants
at1g10990	HOM071366	AT
at1g11000	HOM000173	GreenPlants
at1g11020	HOM001403	GreenPlants
at1g11040	HOM000147	GreenPlants
at1g11050	HOM000073	GreenPlants
at1g11060	HOM003816	LandPlants
at1g11070	HOM002782	Angiosperms
at1g11080	HOM000054	GreenPlants
at1g11090	HOM000246	GreenPlants
at1g11100	HOM000502	GreenPlants
at1g11110	HOM001839	GreenPlants
at1g11112	HOM027153	Arabidopsis
at1g11120	HOM001686	Angiosperms
at1g11125	HOM012975	Arabidopsis
at1g11130	HOM000004	GreenPlants
at1g11145	HOM000345	LandPlants
at1g11160	HOM000090	GreenPlants
at1g11170	HOM000434	GreenPlants
at1g11180	HOM000839	GreenPlants
at1g11190	HOM001434	LandPlants
at1g11200	HOM000637	GreenPlants
at1g11210	HOM002342	Angiosperms
at1g11220	HOM002342	Angiosperms
at1g11230	HOM002342	Angiosperms
at1g11240	HOM007130	Rosids
at1g11250	HOM000470	GreenPlants
at1g11260	HOM000040	GreenPlants
at1g11270	HOM002718	Arabidopsis
at1g11280	HOM000006	LandPlants
at1g11290	HOM000001	GreenPlants
at1g11300	HOM000006	LandPlants
at1g11310	HOM000173	GreenPlants
at1g11320	HOM000245	GreenPlants
at1g11330	HOM000006	LandPlants
at1g11340	HOM000006	LandPlants
at1g11350	HOM000006	LandPlants
at1g11360	HOM001530	LandPlants
at1g11362	HOM007021	Arabidopsis
at1g11370	HOM000034	GreenPlants
at1g11380	HOM005093	LandPlants
at1g11390	HOM002256	GreenPlants
at1g11400	HOM003691	GreenPlants
at1g11410	HOM000006	LandPlants
at1g11420	HOM000757	VascularPlants
at1g11430	HOM000531	Angiosperms
at1g11440	HOM007547	Angiosperms
at1g11450	HOM000059	GreenPlants
at1g11460	HOM000059	GreenPlants
at1g11470	HOM008853	Arabidopsis
at1g11475	HOM003260	GreenPlants
at1g11480	HOM005406	LandPlants
at1g11490	HOM000565	LandPlants
at1g11500	HOM002135	Angiosperms
at1g11510	HOM001000	Angiosperms
at1g11520	HOM002628	GreenPlants
at1g11530	HOM000112	GreenPlants
at1g11540	HOM000500	GreenPlants
at1g11545	HOM000089	LandPlants
at1g11560	HOM004707	GreenPlants
at1g11570	HOM002296	GreenPlants
at1g11572	HOM023007	Arabidopsis
at1g11580	HOM000034	GreenPlants
at1g11590	HOM000034	GreenPlants
at1g11593	HOM007021	Arabidopsis
at1g11600	HOM000005	GreenPlants
at1g11608	HOM000209	Arabidopsis
at1g11610	HOM000005	GreenPlants
at1g11620	HOM000209	Arabidopsis
at1g11630	HOM000003	GreenPlants
at1g11650	HOM000475	GreenPlants
at1g11655	HOM006901	Rosids
at1g11660	HOM000083	GreenPlants
at1g11670	HOM000046	GreenPlants
at1g11680	HOM001501	GreenPlants
at1g11684	HOM077670	AT
at1g11690	HOM000423	GreenPlants
at1g11700	HOM000438	LandPlants
at1g11710	HOM000003	GreenPlants
at1g11720	HOM000334	GreenPlants
at1g11730	HOM000329	GreenPlants
at1g11740	HOM000872	LandPlants
at1g11750	HOM000202	GreenPlants
at1g11755	HOM004963	VascularPlants
at1g11760	HOM006324	LandPlants
at1g11765	HOM005693	Arabidopsis
at1g11770	HOM000153	GreenPlants
at1g11780	HOM005037	GreenPlants
at1g11785	HOM096406	AT
at1g11790	HOM000815	GreenPlants
at1g11800	HOM003547	GreenPlants
at1g11810	HOM000209	Arabidopsis
at1g11820	HOM000021	GreenPlants
at1g11840	HOM001305	GreenPlants
at1g11850	HOM073418	AT
at1g11860	HOM003900	GreenPlants
at1g11870	HOM001271	GreenPlants
at1g11880	HOM005133	GreenPlants
at1g11890	HOM000731	GreenPlants
at1g11900	HOM000003	GreenPlants
at1g11905	HOM001134	LandPlants
at1g11910	HOM000862	GreenPlants
at1g11915	HOM002444	Angiosperms
at1g11920	HOM000163	LandPlants
at1g11925	HOM000786	LandPlants
at1g11930	HOM002474	GreenPlants
at1g11940	HOM000186	GreenPlants
at1g11950	HOM000391	GreenPlants
at1g11960	HOM000325	GreenPlants
at1g11970	HOM040409	AT
at1g11980	HOM000122	GreenPlants
at1g11990	HOM000088	GreenPlants
at1g12000	HOM001050	GreenPlants
at1g12010	HOM000011	GreenPlants
at1g12020	HOM002137	Angiosperms
at1g12030	HOM000315	GreenPlants
at1g12040	HOM000308	LandPlants
at1g12050	HOM004004	GreenPlants
at1g12060	HOM003870	Angiosperms
at1g12064	HOM008308	Rosids
at1g12070	HOM001151	LandPlants
at1g12080	HOM110547	AT
at1g12090	HOM000205	Angiosperms
at1g12100	HOM000205	Angiosperms
at1g12110	HOM000031	GreenPlants
at1g12120	HOM013085	Arabidopsis
at1g12130	HOM000653	GreenPlants
at1g12140	HOM000653	GreenPlants
at1g12150	HOM002213	Angiosperms
at1g12160	HOM000653	GreenPlants
at1g12170	HOM000209	Arabidopsis
at1g12180	HOM023860	Arabidopsis
at1g12190	HOM000209	Arabidopsis
at1g12200	HOM000653	GreenPlants
at1g12210	HOM000052	GreenPlants
at1g12211	HOM071365	AT
at1g12220	HOM000052	GreenPlants
at1g12230	HOM004001	GreenPlants
at1g12240	HOM000445	GreenPlants
at1g12244	HOM006009	GreenPlants
at1g12250	HOM003490	GreenPlants
at1g12260	HOM000018	LandPlants
at1g12270	HOM001357	GreenPlants
at1g12280	HOM000052	GreenPlants
at1g12290	HOM000052	GreenPlants
at1g12300	HOM000003	GreenPlants
at1g12310	HOM000014	GreenPlants
at1g12320	HOM001972	LandPlants
at1g12330	HOM001911	LandPlants
at1g12340	HOM001879	GreenPlants
at1g12350	HOM003311	GreenPlants
at1g12360	HOM001130	GreenPlants
at1g12370	HOM003780	GreenPlants
at1g12380	HOM002278	LandPlants
at1g12390	HOM001879	GreenPlants
at1g12400	HOM005220	GreenPlants
at1g12410	HOM000202	GreenPlants
at1g12411	HOM060948	AT
at1g12420	HOM000463	GreenPlants
at1g12423	HOM020853	Arabidopsis
at1g12430	HOM000030	GreenPlants
at1g12440	HOM000210	GreenPlants
at1g12450	HOM001802	GreenPlants
at1g12451	HOM034274	AT
at1g12460	HOM000002	GreenPlants
at1g12470	HOM003426	GreenPlants
at1g12480	HOM000849	GreenPlants
at1g12490	HOM002718	Arabidopsis
at1g12500	HOM000429	GreenPlants
at1g12520	HOM004857	GreenPlants
at1g12530	HOM005287	GreenPlants
at1g12540	HOM002181	Eudicots
at1g12550	HOM000592	GreenPlants
at1g12560	HOM000065	GreenPlants
at1g12570	HOM000316	GreenPlants
at1g12580	HOM000014	GreenPlants
at1g12600	HOM002783	GreenPlants
at1g12610	HOM000010	GreenPlants
at1g12620	HOM000003	GreenPlants
at1g12630	HOM000010	GreenPlants
at1g12640	HOM003761	GreenPlants
at1g12650	HOM000114	GreenPlants
at1g12660	HOM019464	Arabidopsis
at1g12663	HOM009249	Arabidopsis
at1g12665	HOM009249	Arabidopsis
at1g12672	HOM009249	Arabidopsis
at1g12680	HOM000014	GreenPlants
at1g12700	HOM000003	GreenPlants
at1g12710	HOM001072	LandPlants
at1g12730	HOM004415	GreenPlants
at1g12740	HOM000072	GreenPlants
at1g12750	HOM000662	GreenPlants
at1g12760	HOM000242	GreenPlants
at1g12770	HOM000036	GreenPlants
at1g12775	HOM000003	GreenPlants
at1g12780	HOM000702	GreenPlants
at1g12790	HOM006331	Angiosperms
at1g12800	HOM000570	GreenPlants
at1g12805	HOM018924	Malvids
at1g12810	HOM085944	AT
at1g12820	HOM000229	GreenPlants
at1g12830	HOM009041	Rosids
at1g12840	HOM003351	GreenPlants
at1g12845	HOM003918	Angiosperms
at1g12850	HOM003918	Angiosperms
at1g12855	HOM002718	Arabidopsis
at1g12860	HOM000641	LandPlants
at1g12870	HOM002718	Arabidopsis
at1g12880	HOM000622	GreenPlants
at1g12890	HOM000010	GreenPlants
at1g12900	HOM000390	GreenPlants
at1g12910	HOM001502	GreenPlants
at1g12920	HOM001314	GreenPlants
at1g12930	HOM005106	LandPlants
at1g12938	HOM065076	AT
at1g12940	HOM000812	GreenPlants
at1g12950	HOM000046	GreenPlants
at1g12960	HOM001666	GreenPlants
at1g12970	HOM000608	GreenPlants
at1g12980	HOM000010	GreenPlants
at1g12990	HOM001342	LandPlants
at1g13000	HOM000434	GreenPlants
at1g13020	HOM003958	GreenPlants
at1g13030	HOM002732	LandPlants
at1g13040	HOM000003	GreenPlants
at1g13050	HOM002508	Angiosperms
at1g13060	HOM004311	GreenPlants
at1g13080	HOM000005	GreenPlants
at1g13090	HOM000005	GreenPlants
at1g13100	HOM000005	GreenPlants
at1g13110	HOM000005	GreenPlants
at1g13120	HOM004162	GreenPlants
at1g13130	HOM000989	GreenPlants
at1g13140	HOM000093	GreenPlants
at1g13150	HOM000093	GreenPlants
at1g13160	HOM003336	GreenPlants
at1g13170	HOM000499	GreenPlants
at1g13180	HOM000179	GreenPlants
at1g13190	HOM002653	GreenPlants
at1g13195	HOM000778	GreenPlants
at1g13200	HOM002718	Arabidopsis
at1g13210	HOM000259	GreenPlants
at1g13220	HOM002102	LandPlants
at1g13230	HOM000002	GreenPlants
at1g13245	HOM005733	Rosids
at1g13250	HOM000191	GreenPlants
at1g13260	HOM000447	LandPlants
at1g13270	HOM001062	GreenPlants
at1g13280	HOM002221	LandPlants
at1g13290	HOM000448	GreenPlants
at1g13300	HOM000080	GreenPlants
at1g13310	HOM006892	GreenPlants
at1g13320	HOM000369	GreenPlants
at1g13330	HOM004975	GreenPlants
at1g13340	HOM000293	GreenPlants
at1g13350	HOM000019	GreenPlants
at1g13360	HOM000917	Angiosperms
at1g13370	HOM000162	GreenPlants
at1g13380	HOM000854	LandPlants
at1g13390	HOM001688	VascularPlants
at1g13400	HOM004934	VascularPlants
at1g13410	HOM000001	GreenPlants
at1g13420	HOM000207	GreenPlants
at1g13430	HOM000207	GreenPlants
at1g13440	HOM000390	GreenPlants
at1g13450	HOM001258	LandPlants
at1g13460	HOM000243	GreenPlants
at1g13470	HOM001601	Angiosperms
at1g13480	HOM001601	Angiosperms
at1g13485	HOM038382	AT
at1g13490	HOM001601	Angiosperms
at1g13500	HOM001601	Angiosperms
at1g13510	HOM001601	Angiosperms
at1g13520	HOM001601	Angiosperms
at1g13530	HOM001601	Angiosperms
at1g13540	HOM001601	Angiosperms
at1g13550	HOM001601	Angiosperms
at1g13560	HOM003066	GreenPlants
at1g13570	HOM000819	Angiosperms
at1g13580	HOM001244	GreenPlants
at1g13590	HOM025156	Arabidopsis
at1g13600	HOM000332	GreenPlants
at1g13605	HOM028134	Arabidopsis
at1g13607	HOM010149	Arabidopsis
at1g13608	HOM010149	Arabidopsis
at1g13609	HOM010149	Arabidopsis
at1g13610	HOM000424	GreenPlants
at1g13620	HOM026574	Arabidopsis
at1g13630	HOM000003	GreenPlants
at1g13635	HOM000675	GreenPlants
at1g13640	HOM000558	GreenPlants
at1g13650	HOM022026	Arabidopsis
at1g13670	HOM022025	Arabidopsis
at1g13680	HOM000861	LandPlants
at1g13690	HOM004502	GreenPlants
at1g13700	HOM001298	GreenPlants
at1g13710	HOM000005	GreenPlants
at1g13730	HOM000591	GreenPlants
at1g13740	HOM001487	Angiosperms
at1g13750	HOM000485	GreenPlants
at1g13755	HOM018885	Arabidopsis
at1g13760	HOM034295	AT
at1g13770	HOM001340	GreenPlants
at1g13780	HOM000206	Eudicots
at1g13790	HOM000516	GreenPlants
at1g13800	HOM000003	GreenPlants
at1g13810	HOM002581	GreenPlants
at1g13820	HOM002530	GreenPlants
at1g13830	HOM000021	GreenPlants
at1g13860	HOM000110	LandPlants
at1g13870	HOM005807	GreenPlants
at1g13880	HOM000958	VascularPlants
at1g13890	HOM002171	LandPlants
at1g13900	HOM000485	GreenPlants
at1g13910	HOM000002	GreenPlants
at1g13920	HOM002638	Angiosperms
at1g13930	HOM007239	Rosids
at1g13940	HOM002612	Eudicots
at1g13950	HOM001489	GreenPlants
at1g13960	HOM000028	GreenPlants
at1g13970	HOM001101	GreenPlants
at1g13980	HOM000397	GreenPlants
at1g13990	HOM005880	VascularPlants
at1g14000	HOM000027	GreenPlants
at1g14010	HOM000721	GreenPlants
at1g14020	HOM000088	GreenPlants
at1g14030	HOM004738	GreenPlants
at1g14040	HOM000680	GreenPlants
at1g14048	HOM007038	Arabidopsis
at1g14060	HOM003778	GreenPlants
at1g14070	HOM000476	LandPlants
at1g14080	HOM000476	LandPlants
at1g14100	HOM000476	LandPlants
at1g14110	HOM000476	LandPlants
at1g14120	HOM000011	GreenPlants
at1g14130	HOM000011	GreenPlants
at1g14140	HOM000360	GreenPlants
at1g14150	HOM006705	Angiosperms
at1g14160	HOM000939	Angiosperms
at1g14170	HOM000404	GreenPlants
at1g14180	HOM000751	GreenPlants
at1g14185	HOM000316	GreenPlants
at1g14190	HOM000316	GreenPlants
at1g14200	HOM000079	GreenPlants
at1g14205	HOM005783	Angiosperms
at1g14210	HOM000621	GreenPlants
at1g14220	HOM000621	GreenPlants
at1g14225	HOM073419	AT
at1g14230	HOM000585	GreenPlants
at1g14240	HOM000585	GreenPlants
at1g14250	HOM000585	GreenPlants
at1g14260	HOM000596	GreenPlants
at1g14270	HOM003977	GreenPlants
at1g14280	HOM003710	Eudicots
at1g14290	HOM001332	GreenPlants
at1g14300	HOM001959	GreenPlants
at1g14310	HOM002096	GreenPlants
at1g14315	HOM002718	Arabidopsis
at1g14320	HOM001391	GreenPlants
